# Magic number=05072024, 05 July 2024, PCS
# Single electron capture cross sections, n state-selective
# Fe^25+ + H -> Fe^24+ + H^+
# Method=MCLZ
# P. C. Stancil et al. 2024, to be submitted
# ----------------------------------------------------------------------------
# Energy		Cross sections (10^-16 cm^2)
# (eV/u)       	n=20          	n=19          	n=18          	n=17          	n=16          	n=15          	n=14          	n=13          	n=12          	n=11          	n=10          	n=9           	n=8           	n=7           	n=6           	n=5           	n=4           	n=3           	n=2           	Total
2.617e+03	4.0820834e+01	5.0359459e+00	7.7819041e-01	1.2312907e-01	1.8979968e-02	2.7860641e-03	3.8519335e-04	5.0037845e-05	6.1454665e-06	7.2530974e-07	8.4587363e-08	1.0145368e-08	1.3159881e-09	1.9534380e-10	3.5585354e-11	7.5883908e-12	2.3432280e-12	9.0628425e-13	3.1152752e-13	4.6780308e+01
2.755e+03	4.0612680e+01	5.2435243e+00	8.4425942e-01	1.3925792e-01	2.2406839e-02	3.4386658e-03	4.9787443e-04	6.7838278e-05	8.7505883e-06	1.0855593e-06	1.3306565e-07	1.6754830e-08	2.2755430e-09	3.5215696e-10	6.6468190e-11	1.4663401e-11	4.6293849e-12	1.8116980e-12	6.2732897e-13	4.6866143e+01
2.900e+03	4.0396595e+01	5.4528975e+00	9.1393680e-01	1.5700094e-01	2.6341640e-02	4.2218236e-03	6.3942018e-04	9.1279287e-05	1.2351549e-05	1.6086319e-06	2.0700029e-07	2.7330103e-08	3.8820574e-09	6.2572467e-10	1.2226662e-10	2.7884952e-11	8.9974950e-12	3.5615898e-12	1.2418197e-12	4.6951738e+01
3.053e+03	4.0172567e+01	5.6637366e+00	9.8724808e-01	1.7645651e-01	3.0840617e-02	5.1567219e-03	8.1609816e-04	1.2191780e-04	1.7286061e-05	2.3606641e-06	3.1851805e-07	4.4045039e-08	6.5361052e-09	1.0961907e-09	2.2156863e-10	5.2205429e-11	1.7209509e-11	6.8880794e-12	2.4172186e-12	4.7036963e+01
3.213e+03	3.9940758e+01	5.8757053e+00	1.0642061e+00	1.9772231e-01	3.5963458e-02	6.2670337e-03	1.0352629e-03	1.6167168e-04	2.3990973e-05	3.4315089e-06	4.8491593e-07	7.0150383e-08	1.0864002e-08	1.8940350e-09	3.9569933e-10	9.6256355e-11	3.2405541e-11	1.3109687e-11	4.6285242e-12	4.7121848e+01
3.383e+03	3.9701402e+01	6.0884623e+00	1.1448101e+00	2.2089460e-01	4.1773143e-02	7.5790549e-03	1.3054864e-03	2.1288532e-04	3.3026437e-05	4.9420409e-06	7.3059545e-07	1.1044870e-07	1.7832208e-08	3.2287107e-09	6.9666974e-10	1.7485012e-10	6.0093525e-11	2.4563545e-11	8.7202322e-12	4.7206478e+01
3.561e+03	3.9454522e+01	6.3016648e+00	1.2290449e+00	2.4606750e-01	4.8335763e-02	9.1218243e-03	1.6366939e-03	2.7840283e-04	4.5104570e-05	7.0533030e-06	1.0896122e-06	1.7195167e-07	2.8912992e-08	5.4318329e-09	1.2095952e-09	3.1302348e-10	1.0978512e-10	4.5323880e-11	1.6171850e-11	4.7290725e+01
3.748e+03	3.9200203e+01	6.5149649e+00	1.3168826e+00	2.7333210e-01	5.5720274e-02	1.0927224e-02	2.0403024e-03	3.6164916e-04	6.1123108e-05	9.9778361e-06	1.6089982e-06	2.6477835e-07	4.6321107e-08	9.0214188e-09	2.0717901e-09	5.5247343e-10	1.9765762e-10	8.2387123e-11	2.9528117e-11	4.7374505e+01
3.945e+03	3.8938660e+01	6.7280151e+00	1.4082805e+00	3.0277603e-01	6.3998215e-02	1.3030055e-02	2.5293613e-03	4.6671880e-04	8.2204514e-05	1.3993567e-05	2.3530412e-06	4.0336807e-07	7.3347536e-08	1.4796059e-08	3.5017539e-09	9.6164723e-10	3.5082007e-10	1.4757536e-10	5.3102568e-11	4.7457855e+01
4.153e+03	3.8670011e+01	6.9404705e+00	1.5031816e+00	3.3448238e-01	7.3243373e-02	1.5468089e-02	3.1186916e-03	5.9847189e-04	1.0974096e-04	1.9460647e-05	3.4087365e-06	6.0809818e-07	1.1482413e-07	2.3971189e-08	5.8424452e-09	1.6513260e-09	6.1403545e-10	2.6057936e-10	9.4090163e-11	4.7540708e+01
4.372e+03	3.8394489e+01	7.1519814e+00	1.6015165e+00	3.6852904e-01	8.3531419e-02	1.8282092e-02	3.8250226e-03	7.6263718e-04	1.4544557e-04	2.6841667e-05	4.8926554e-06	9.0741685e-07	1.7776216e-07	3.8373508e-08	9.6251626e-09	2.7983553e-09	1.0601856e-09	4.5370264e-10	1.6429842e-10	4.7623096e+01
4.602e+03	3.8112289e+01	7.3622106e+00	1.7031980e+00	4.0498831e-01	9.4939451e-02	2.1515807e-02	4.6671215e-03	9.6592096e-04	1.9141015e-04	3.6725669e-05	6.9595041e-06	1.3406218e-06	2.7221925e-07	6.0715024e-08	1.5662422e-08	4.6812648e-09	1.8062721e-09	7.7919637e-10	2.8282741e-10	4.7705011e+01
4.844e+03	3.7823377e+01	7.5708181e+00	1.8081302e+00	4.4392569e-01	1.0754560e-01	2.5215911e-02	5.6659149e-03	1.2161211e-03	2.5016958e-04	4.9856372e-05	9.8126759e-06	1.9614411e-06	4.1246275e-07	9.4974021e-08	2.5180988e-08	7.7330022e-09	3.0375848e-09	1.3203314e-09	4.8016985e-10	4.7786206e+01
5.099e+03	3.7528446e+01	7.7774667e+00	1.9162019e+00	4.8539956e-01	1.2142841e-01	2.9431936e-02	6.8445983e-03	1.5222447e-03	3.2477301e-04	6.7165035e-05	1.3717125e-05	2.8425910e-06	6.1851046e-07	1.4691838e-07	4.0010964e-08	1.2617969e-08	5.0436938e-09	2.2081151e-09	8.0413105e-10	4.7867150e+01
5.368e+03	3.7227266e+01	7.9818328e+00	2.0272862e+00	5.2946072e-01	1.3666651e-01	3.4216140e-02	8.2287308e-03	1.8946282e-03	4.1886141e-04	8.9808290e-05	1.9014903e-05	4.0815229e-06	9.1815012e-07	2.2481545e-07	6.2849167e-08	2.0343043e-08	8.2712348e-09	3.6457314e-09	1.3287945e-09	4.7947385e+01
5.651e+03	3.6920120e+01	8.1835965e+00	2.1412455e+00	5.7615110e-01	1.5333786e-01	3.9623349e-02	9.8463116e-03	2.3450572e-03	5.3675155e-04	1.1921133e-04	2.6143719e-05	5.8075840e-06	1.3495516e-06	3.4038451e-07	9.7623455e-08	3.2415476e-08	1.3400305e-08	5.9443334e-09	2.1673382e-09	4.8026955e+01
5.948e+03	3.6607172e+01	8.3824470e+00	2.2579367e+00	6.2550438e-01	1.7151926e-01	4.5710761e-02	1.1727836e-02	2.8868858e-03	6.8352587e-04	1.5711657e-04	3.5658899e-05	8.1908300e-06	1.9646174e-06	5.1005595e-07	1.4998952e-07	5.1064784e-08	2.1453633e-08	9.5736909e-09	3.4908201e-09	4.8105792e+01
6.261e+03	3.6288922e+01	8.5780802e+00	2.3771924e+00	6.7754469e-01	1.9128574e-01	5.2537673e-02	1.3906328e-02	3.5351507e-03	8.6512664e-04	2.0563807e-04	4.8259034e-05	1.1452806e-05	2.8332171e-06	7.5662233e-07	2.2800182e-07	7.9550764e-08	3.3950968e-08	1.5235047e-08	5.5524996e-09	4.8184139e+01
6.591e+03	3.5965256e+01	8.7702009e+00	2.4988502e+00	7.3228619e-01	2.1271013e-01	6.0165284e-02	1.6417343e-02	4.3066801e-03	1.0884553e-03	2.6732173e-04	6.4815770e-05	1.5879507e-05	4.0484987e-06	1.1113731e-06	3.4300135e-07	1.2258466e-07	5.3122323e-08	2.3962136e-08	8.7253278e-09	4.8261635e+01
6.938e+03	3.5636792e+01	8.9585363e+00	2.6227251e+00	7.8973337e-01	2.3586204e-01	6.8656250e-02	1.9298956e-02	5.2201929e-03	1.3614741e-03	3.4521096e-04	8.6407871e-05	2.1836948e-05	5.7334514e-06	1.6168355e-06	5.1079643e-07	1.8690133e-07	8.2204355e-08	3.7257845e-08	1.3549215e-08	4.8338648e+01
7.303e+03	3.5303372e+01	9.1428075e+00	2.7486271e+00	8.4987987e-01	2.6080791e-01	7.8074460e-02	2.2591685e-02	6.2963900e-03	1.6933080e-03	4.4291795e-04	1.1435997e-04	2.9789412e-05	8.0489872e-06	2.3302235e-06	7.5317523e-07	2.8202295e-07	1.2583655e-07	5.7286397e-08	2.0798508e-08	4.8414749e+01
7.688e+03	3.4965664e+01	9.3227654e+00	2.8763648e+00	9.1270929e-01	2.8760944e-01	8.8484603e-02	2.6338438e-02	7.5580227e-03	2.0943506e-03	5.6469969e-04	1.5028593e-04	4.0320985e-05	1.1203698e-05	3.3277986e-06	1.0998962e-06	4.2126912e-07	1.9060181e-07	8.7117652e-08	3.1572037e-08	4.8490360e+01
8.092e+03	3.4623424e+01	9.4981610e+00	3.0057245e+00	9.7819542e-01	3.1632440e-01	9.9951638e-02	3.0584370e-02	9.0299594e-03	2.5763622e-03	7.1553851e-04	1.9613726e-04	5.4160428e-05	1.5465601e-05	4.7102037e-06	1.5911530e-06	6.2308198e-07	2.8573310e-07	1.3107960e-07	4.7388201e-08	4.8564960e+01
8.518e+03	3.4277195e+01	9.6687608e+00	3.1365034e+00	1.0462992e+00	3.4700466e-01	1.1254054e-01	3.5376739e-02	1.0739218e-02	3.1525707e-03	9.0122603e-04	2.5425631e-04	7.2209505e-05	2.1176042e-05	6.6090872e-06	2.2807655e-06	9.1273095e-07	4.2403151e-07	1.9517042e-07	7.0386235e-08	4.8638831e+01
8.967e+03	3.3927300e+01	9.8343451e+00	3.2684810e+00	1.1169758e+00	3.7969678e-01	1.2631583e-01	4.0764715e-02	1.2714984e-02	3.8377606e-03	1.1284506e-03	3.2743387e-04	9.5575746e-05	2.8766090e-05	9.1950575e-06	3.2401421e-06	1.3245042e-06	6.2309368e-07	2.8765429e-07	1.0343055e-07	4.8712027e+01
9.439e+03	3.3573565e+01	9.9947277e+00	3.4014392e+00	1.1901622e+00	4.1444100e-01	1.4134086e-01	4.6799177e-02	1.4988603e-02	4.6483554e-03	1.4048836e-03	4.1897169e-04	1.2560780e-04	3.8775952e-05	1.2687411e-05	4.5629227e-06	1.9044765e-06	9.0681216e-07	4.1973318e-07	1.5046531e-07	4.8784121e+01
9.936e+03	3.3216882e+01	1.0149701e+01	3.5351492e+00	1.2657918e+00	4.5127003e-01	1.5767762e-01	5.3532459e-02	1.7593571e-02	5.6024965e-03	1.7392705e-03	5.3274862e-04	1.6393731e-04	5.1876084e-05	1.7365332e-05	6.3711487e-06	2.7139778e-06	1.3073582e-06	6.0649771e-07	2.1669384e-07	4.8855716e+01
1.046e+04	3.2856921e+01	1.0299094e+01	3.6693959e+00	1.3437873e+00	4.9021131e-01	1.7538609e-01	6.1018070e-02	2.0565433e-02	6.7201068e-03	2.1415155e-03	6.7328991e-04	2.1252144e-04	6.8893725e-05	2.3581700e-05	8.8222258e-06	3.8338195e-06	1.8674888e-06	8.6809441e-07	3.0911393e-07	4.8926235e+01
1.101e+04	3.2494317e+01	1.0442752e+01	3.8039374e+00	1.4240541e+00	5.3128212e-01	1.9452379e-01	6.9310273e-02	2.3941767e-02	8.0229127e-03	2.6227645e-03	8.4584062e-04	2.7369274e-04	9.0840133e-05	3.1778300e-05	1.2117506e-05	5.3696901e-06	2.6437546e-06	1.2309771e-06	4.3670346e-07	4.8996028e+01
1.159e+04	3.2128953e+01	1.0580524e+01	3.9385495e+00	1.5065041e+00	5.7449515e-01	2.1514515e-01	7.8463992e-02	2.7761962e-02	9.5345196e-03	3.1954873e-03	1.0564369e-03	3.5021225e-04	1.1894225e-04	4.2504203e-05	1.6512349e-05	7.4583509e-06	3.7099200e-06	1.7297062e-06	6.1125723e-07	4.9064726e+01
1.220e+04	3.1761324e+01	1.0712284e+01	4.0730101e+00	1.5910208e+00	6.1985383e-01	2.3730116e-01	8.8534209e-02	3.2067212e-02	1.1280363e-02	3.8735552e-03	1.3119857e-03	4.4531978e-04	1.5467905e-04	5.6437235e-05	2.2328317e-05	1.0275519e-05	5.1615118e-06	2.4091196e-06	8.4773231e-07	4.9132559e+01
1.284e+04	3.1391821e+01	1.0837910e+01	4.2071115e+00	1.6774941e+00	6.6735171e-01	2.6103879e-01	9.9575702e-02	3.6900231e-02	1.3287771e-02	4.6722867e-03	1.6203345e-03	5.6280160e-04	1.9981800e-04	7.4405408e-05	2.9965840e-05	1.4044487e-05	7.1208725e-06	3.3264873e-06	1.1657572e-06	4.9199676e+01
1.352e+04	3.1020333e+01	1.0957330e+01	4.3405694e+00	1.7657988e+00	7.1697571e-01	2.8640182e-01	1.1164258e-01	4.2305126e-02	1.5585847e-02	5.6085139e-03	1.9903519e-03	7.0703762e-04	2.5646092e-04	9.7415312e-05	3.9922004e-05	1.9047339e-05	9.7437392e-06	4.5542750e-06	1.5893248e-06	4.9265677e+01
1.423e+04	3.0647483e+01	1.1070411e+01	4.4732111e+00	1.8558023e+00	7.6870551e-01	3.1342628e-01	1.2478818e-01	4.8327092e-02	1.8205500e-02	6.7006401e-03	2.4319785e-03	8.8308090e-04	3.2708588e-04	1.2668110e-04	5.2805342e-05	2.5637315e-05	1.3226299e-05	6.1840252e-06	2.1484524e-06	4.9330929e+01
1.498e+04	3.0273293e+01	1.1177160e+01	4.6047743e+00	1.9473759e+00	8.2250887e-01	3.4214668e-01	1.3906424e-01	5.5012163e-02	2.1179379e-02	7.9686291e-03	2.9563137e-03	1.0967080e-03	4.1458808e-04	1.6365457e-04	6.9360113e-05	3.4252574e-05	1.7813617e-05	8.3292111e-06	2.8806171e-06	4.9395247e+01
1.577e+04	2.9897898e+01	1.1277403e+01	4.7351216e+00	2.0403611e+00	8.7835062e-01	3.7258983e-01	1.5452018e-01	6.2407260e-02	2.4541548e-02	9.4340489e-03	3.5756731e-03	1.3544782e-03	5.2235443e-04	2.1006355e-04	9.0483494e-05	4.5432769e-05	2.3808887e-05	1.1130716e-05	3.8315737e-06	4.9458465e+01
1.660e+04	2.9521514e+01	1.1371218e+01	4.8639306e+00	2.1346345e+00	9.3617941e-01	4.0477789e-01	1.7120371e-01	7.0559344e-02	2.8327749e-02	1.1120053e-02	4.3036326e-03	1.6638150e-03	6.5427489e-04	2.6794781e-04	1.1725939e-04	5.9838667e-05	3.1584449e-05	1.4760427e-05	5.0567818e-06	4.9520583e+01
1.747e+04	2.9144758e+01	1.1458524e+01	4.9911016e+00	2.2300131e+00	9.9594571e-01	4.3872297e-01	1.8916045e-01	7.9515282e-02	3.2574809e-02	1.3051419e-02	5.1550486e-03	2.0330420e-03	8.1484114e-04	3.3969661e-04	1.5097278e-04	7.8269427e-05	4.1595187e-05	1.9426304e-05	6.6235322e-06	4.9582007e+01
1.839e+04	2.8767483e+01	1.1539312e+01	5.1163798e+00	2.3263458e+00	1.0575827e+00	4.7443829e-01	2.0843123e-01	8.9322158e-02	3.7320963e-02	1.5254291e-02	6.1461412e-03	2.4714736e-03	1.0091727e-03	4.2809186e-04	1.9314805e-04	1.0168947e-04	5.4387052e-05	2.5382002e-05	8.6125785e-06	4.9642308e+01
1.936e+04	2.8389838e+01	1.1613564e+01	5.2395917e+00	2.4234879e+00	1.1210223e+00	5.1192205e-01	2.2905519e-01	1.0002573e-01	4.2605174e-02	1.7756456e-02	7.2944600e-03	2.9894357e-03	1.2430668e-03	5.3635874e-04	2.4558851e-04	1.3124720e-04	7.0619774e-05	3.2925157e-05	1.1120179e-05	4.9701423e+01
2.038e+04	2.8012531e+01	1.1681306e+01	5.3605458e+00	2.5212696e+00	1.1861888e+00	5.5117437e-01	2.5106602e-01	1.1167095e-01	4.8467152e-02	2.0587040e-02	8.6189335e-03	3.5982702e-03	1.5230919e-03	6.6821951e-04	3.1037271e-04	1.6831110e-04	9.1074957e-05	4.2413929e-05	1.4252395e-05	4.9759841e+01
2.145e+04	2.7635145e+01	1.1742537e+01	5.4790605e+00	2.6195286e+00	1.2529943e+00	5.9217822e-01	2.7449474e-01	1.2430128e-01	5.4947174e-02	2.3776262e-02	1.0139857e-02	4.3105059e-03	1.8565632e-03	8.2790125e-04	3.8994941e-04	2.1448927e-04	1.1667537e-04	5.4259714e-05	1.8146689e-05	4.9816892e+01
2.258e+04	2.7258244e+01	1.1797391e+01	5.5949765e+00	2.7180623e+00	1.3213461e+00	6.3492219e-01	2.9936751e-01	1.3795951e-01	6.2085903e-02	2.7355729e-02	1.1878808e-02	5.1397660e-03	2.2516597e-03	1.0202111e-03	4.8712741e-04	2.7165783e-04	1.4850096e-04	6.8964037e-05	2.2950769e-05	4.9873000e+01
2.377e+04	2.6882337e+01	1.1845803e+01	5.7081423e+00	2.8167475e+00	1.3911512e+00	6.7937771e-01	3.2570345e-01	1.5268438e-01	6.9923233e-02	3.1358128e-02	1.3858663e-02	6.1008895e-03	2.7174774e-03	1.2505987e-03	6.0510037e-04	3.4200722e-04	1.8781297e-04	8.7079609e-05	2.8827601e-05	4.9928407e+01
2.502e+04	2.6506871e+01	1.1887833e+01	5.8183995e+00	2.9154184e+00	1.4623010e+00	7.2551113e-01	3.5352210e-01	1.6851473e-01	7.8499520e-02	3.5816690e-02	1.6103639e-02	7.2096656e-03	3.2640034e-03	1.5251528e-03	7.4754099e-04	4.2804667e-04	2.3606027e-04	1.0925502e-04	3.5996281e-05	4.9982346e+01
2.634e+04	2.6132674e+01	1.1923637e+01	5.9255884e+00	3.0138942e+00	1.5346982e+00	7.7328679e-01	3.8283108e-01	1.8548422e-01	8.7854281e-02	4.0765347e-02	1.8638891e-02	8.4835152e-03	3.9021468e-03	1.8506566e-03	9.1858782e-04	5.3266189e-04	2.9490163e-04	1.3624026e-04	4.4664126e-05	5.0035516e+01
2.773e+04	2.5759302e+01	1.1953128e+01	6.0296968e+00	3.1119623e+00	1.6082302e+00	8.2265595e-01	4.1363635e-01	2.0362514e-01	9.8026319e-02	4.6238830e-02	2.1491063e-02	9.9403094e-03	4.6439356e-03	2.2347498e-03	1.1228297e-03	6.5915174e-04	3.6624012e-04	1.6886306e-04	5.5070902e-05	5.0087185e+01
2.919e+04	2.5387777e+01	1.1976647e+01	6.1304165e+00	3.2095271e+00	1.6827662e+00	8.7357716e-01	4.4594064e-01	2.2296534e-01	1.0905343e-01	5.2271993e-02	2.4687123e-02	1.1599840e-02	5.5022005e-03	2.6857149e-03	1.3655584e-03	8.1119869e-04	4.5221058e-04	2.0804708e-04	6.7542514e-05	5.0138322e+01
3.072e+04	2.5017469e+01	1.1994075e+01	6.2277088e+00	3.3064296e+00	1.7581943e+00	9.2598115e-01	4.7973624e-01	2.4352814e-01	1.2097056e-01	5.8899457e-02	2.8255581e-02	1.3482400e-02	6.4910205e-03	3.2127348e-03	1.6524664e-03	9.9299231e-04	5.5521081e-04	2.5488736e-04	8.2333168e-05	5.0187972e+01
3.234e+04	2.4648928e+01	1.2005551e+01	6.3215792e+00	3.4024895e+00	1.8344010e+00	9.7980596e-01	5.1501199e-01	2.6533801e-01	1.3381140e-01	6.6155744e-02	3.2225437e-02	1.5609633e-02	7.6253284e-03	3.8256617e-03	1.9899105e-03	1.2091462e-03	6.7792587e-04	3.1050030e-04	9.9802447e-05	5.0236645e+01
3.404e+04	2.4282134e+01	1.2011248e+01	6.4117893e+00	3.4975600e+00	1.9112270e+00	1.0349908e+00	5.5174952e-01	2.8840993e-01	1.4760981e-01	7.4075828e-02	3.6626019e-02	1.8003871e-02	8.9210151e-03	4.5354865e-03	2.3849555e-03	1.4648326e-03	8.2329753e-04	3.7619435e-04	1.2032660e-04	5.0284051e+01
3.584e+04	2.3917807e+01	1.2011204e+01	6.4983581e+00	3.5914381e+00	1.9885854e+00	1.0914621e+00	5.8992736e-01	3.1275260e-01	1.6239590e-01	8.2693474e-02	4.1486855e-02	2.0688780e-02	1.0395142e-02	5.3537221e-03	2.8452132e-03	1.7657239e-03	9.9462616e-04	4.5332965e-04	1.4426797e-04	5.0330752e+01
3.772e+04	2.3555049e+01	1.2005678e+01	6.5811420e+00	3.6840468e+00	2.0663176e+00	1.1491333e+00	6.2951772e-01	3.3838324e-01	1.7819367e-01	9.2039382e-02	4.6839467e-02	2.3688128e-02	1.2065529e-02	6.2930585e-03	3.3787481e-03	2.1181020e-03	1.1953876e-03	5.4344031e-04	1.7211414e-04	5.0375795e+01
3.971e+04	2.3195065e+01	1.1994602e+01	6.6601226e+00	3.7752882e+00	2.1443168e+00	1.2079182e+00	6.7048826e-01	3.6529662e-01	1.9503154e-01	1.0214819e-01	5.2711943e-02	2.7027769e-02	1.3950897e-02	7.3667965e-03	3.9945986e-03	2.5285063e-03	1.4295092e-03	6.4817370e-04	2.0434264e-04	5.0420139e+01
4.180e+04	2.2837286e+01	1.1978272e+01	6.7351543e+00	3.8649432e+00	2.2224513e+00	1.2677318e+00	7.1279061e-01	3.9349177e-01	2.1292818e-01	1.1304897e-01	5.9136438e-02	3.0732463e-02	1.6071262e-02	8.5889964e-03	4.7022002e-03	3.0044369e-03	1.7010466e-03	7.6927315e-04	2.4139130e-04	5.0463045e+01
4.400e+04	2.2481761e+01	1.1956769e+01	6.8064342e+00	3.9528573e+00	2.3005530e+00	1.3284924e+00	7.5640289e-01	4.2296897e-01	2.3189943e-01	1.2476932e-01	6.6142209e-02	3.4828392e-02	1.8446544e-02	9.9742419e-03	5.5119932e-03	3.5535413e-03	2.0145956e-03	9.0857474e-04	2.8376402e-04	5.0504571e+01
4.632e+04	2.2129262e+01	1.1930259e+01	6.8736448e+00	4.0390348e+00	2.3785559e+00	1.3900874e+00	8.0123857e-01	4.5371620e-01	2.5196775e-01	1.3733707e-01	7.3757691e-02	3.9341650e-02	2.1098736e-02	1.1539189e-02	6.4339610e-03	4.1843510e-03	2.3746972e-03	1.0680050e-03	3.3197785e-04	5.0545234e+01
4.876e+04	2.1779667e+01	1.1899004e+01	6.9367756e+00	4.1232500e+00	2.4562926e+00	1.4524307e+00	8.4727897e-01	4.8571670e-01	2.7313686e-01	1.5077686e-01	8.2012560e-02	4.4298298e-02	2.4047706e-02	1.3299729e-02	7.4804917e-03	4.9056774e-03	2.7865891e-03	1.2495614e-03	3.8643460e-04	5.0584797e+01
5.132e+04	2.1432814e+01	1.1862865e+01	6.9960322e+00	4.2054687e+00	2.5336272e+00	1.5154285e+00	8.9444611e-01	5.1894926e-01	2.9542080e-01	1.6511121e-01	9.0933913e-02	4.9726123e-02	2.7317593e-02	1.5272603e-02	8.6624807e-03	5.7264625e-03	3.2550903e-03	1.4556240e-03	4.4822899e-04	5.0622961e+01
5.402e+04	2.1088851e+01	1.1822042e+01	7.0513953e+00	4.2855273e+00	2.6104517e+00	1.5789941e+00	9.4269650e-01	5.5338363e-01	3.1881889e-01	1.8036092e-01	1.0054771e-01	5.5650794e-02	3.0929875e-02	1.7474644e-02	9.9924118e-03	6.6569674e-03	3.7859869e-03	1.6880355e-03	5.1758253e-04	5.0659765e+01
5.687e+04	2.0748176e+01	1.1777023e+01	7.1026112e+00	4.3633088e+00	2.6866796e+00	1.6429596e+00	9.9194996e-01	5.8900643e-01	3.4332832e-01	1.9654053e-01	1.1088094e-01	6.2098515e-02	3.4907190e-02	1.9925576e-02	1.1482952e-02	7.7070312e-03	4.3847277e-03	1.9493204e-03	5.9492707e-04	5.0695515e+01
5.986e+04	2.0410259e+01	1.1727651e+01	7.1498964e+00	4.4389221e+00	2.7621125e+00	1.7073040e+00	1.0421294e+00	6.2577477e-01	3.6895387e-01	2.1367183e-01	1.2195559e-01	6.9092272e-02	3.9274474e-02	2.2642726e-02	1.3146877e-02	8.8870287e-03	5.0569771e-03	2.2413977e-03	6.8111324e-04	5.0729654e+01
6.301e+04	2.0075950e+01	1.1674134e+01	7.1933890e+00	4.5119794e+00	2.8367030e+00	1.7718737e+00	1.0931788e+00	6.6365429e-01	3.9567924e-01	2.3176404e-01	1.3379741e-01	7.6659512e-02	4.4051123e-02	2.5643527e-02	1.4998115e-02	1.0207852e-02	5.8087477e-03	2.5667269e-03	7.7677835e-04	5.0762816e+01
6.633e+04	1.9745036e+01	1.1616824e+01	7.2325556e+00	4.5827561e+00	2.9103295e+00	1.8365543e+00	1.1450190e+00	7.0259609e-01	4.2350324e-01	2.5082059e-01	1.4642279e-01	8.4825093e-02	4.9262559e-02	2.8945993e-02	1.7050171e-02	1.1679726e-02	6.6459241e-03	2.9282271e-03	8.8198355e-04	5.0794637e+01
6.983e+04	1.9417213e+01	1.1555513e+01	7.2682459e+00	4.6508345e+00	2.9828872e+00	1.9013122e+00	1.1975591e+00	7.4257213e-01	4.5239224e-01	2.7085784e-01	1.5985148e-01	9.3609072e-02	5.4927219e-02	3.2572292e-02	1.9314348e-02	1.3314668e-02	7.5744259e-03	3.3273124e-03	9.9818015e-04	5.0824877e+01
7.350e+04	1.9093006e+01	1.1490735e+01	7.2997993e+00	4.7163997e+00	3.0543173e+00	1.9659337e+00	1.2507349e+00	7.8351888e-01	4.8234782e-01	2.9187035e-01	1.7410058e-01	1.0303542e-01	6.1069741e-02	3.6535796e-02	2.1807312e-02	1.5122549e-02	8.6002897e-03	3.7660300e-03	1.1244780e-03	5.0853825e+01
7.737e+04	1.8772617e+01	1.1422565e+01	7.3273877e+00	4.7793500e+00	3.1244074e+00	2.0304429e+00	1.3044613e+00	8.2537820e-01	5.1334319e-01	3.1386253e-01	1.8917769e-01	1.1312527e-01	6.7712059e-02	4.0859046e-02	2.4538160e-02	1.7115123e-02	9.7287512e-03	4.2475592e-03	1.2626462e-03	5.0881581e+01
8.144e+04	1.8455663e+01	1.1350899e+01	7.3515391e+00	4.8395605e+00	3.1931621e+00	2.0946835e+00	1.3586357e+00	8.6811018e-01	5.4534961e-01	3.3682708e-01	2.0510769e-01	1.2389050e-01	7.4871204e-02	4.5555438e-02	2.7522634e-02	1.9302022e-02	1.0966164e-02	4.7725500e-03	1.4139625e-03	5.0907832e+01
8.573e+04	1.8142193e+01	1.1276146e+01	7.3718561e+00	4.8970979e+00	3.2604620e+00	2.1584976e+00	1.4132144e+00	9.1167568e-01	5.7832781e-01	3.6076150e-01	2.2188960e-01	1.3535823e-01	8.2567493e-02	5.0643644e-02	3.0773436e-02	2.1694821e-02	1.2317113e-02	5.3446355e-03	1.5763555e-03	5.0932397e+01
9.025e+04	1.7832461e+01	1.1198571e+01	7.3883175e+00	4.9518273e+00	3.3262784e+00	2.2218739e+00	1.4680590e+00	9.5598152e-01	6.1226463e-01	3.8564995e-01	2.3952989e-01	1.4753256e-01	9.0817578e-02	5.6138788e-02	3.4301720e-02	2.4302896e-02	1.3787225e-02	5.9648381e-03	1.7525558e-03	5.0955412e+01
9.500e+04	1.7526857e+01	1.1118025e+01	7.4013535e+00	5.0038307e+00	3.3904506e+00	2.2847024e+00	1.5231820e+00	1.0009521e+00	6.4710539e-01	4.1148920e-01	2.5803672e-01	1.6043703e-01	9.9637344e-02	6.2055590e-02	3.8118762e-02	2.7136334e-02	1.5381208e-02	6.6330642e-03	1.9412756e-03	5.0977326e+01
1.000e+05	1.7224825e+01	1.1034672e+01	7.4109522e+00	5.0529792e+00	3.4529957e+00	2.3469193e+00	1.5783602e+00	1.0466021e+00	6.8280691e-01	4.3826789e-01	2.7740489e-01	1.7407130e-01	1.0904269e-01	6.8410882e-02	4.2233515e-02	3.0202894e-02	1.7102430e-02	7.3543000e-03	2.1434102e-03	5.0997346e+01
