# Magic number=05072024, 05 July 2024, PCS
# Single electron capture cross sections, n state-selective
# Fe^25+ + H -> Fe^24+ + H^+
# Method=MCLZ
# P. C. Stancil et al. 2024, to be submitted
# ----------------------------------------------------------------------------
# Energy		Cross sections (10^-16 cm^2)
# (eV/u)       	n=20          	n=19          	n=18          	n=17          	n=16          	n=15          	n=14          	n=13          	n=12          	n=11          	n=10          	n=9           	n=8           	n=7           	n=6           	n=5           	n=4           	n=3           	n=2           	n=1           	Total
1.488e+03	1.2243930e+01	8.9634304e-01	8.2172935e-02	7.6065071e-03	6.7178559e-04	5.5183035e-05	4.1682164e-06	2.8933093e-07	1.8660664e-08	1.1465681e-09	6.9941241e-11	4.4892232e-12	3.2613932e-13	2.9059017e-14	3.4537929e-15	5.5562566e-16	1.3105793e-16	4.3164959e-17	1.3569451e-17	1.6022664e-18	1.3230783e+01
1.567e+03	1.2270309e+01	9.5082390e-01	9.1954049e-02	8.9889460e-03	8.3999097e-04	7.3172829e-05	5.8750070e-06	4.3442626e-07	2.9900326e-08	1.9624623e-09	1.2784480e-10	8.7462910e-12	6.7450082e-13	6.3380711e-14	7.8736111e-15	1.3144413e-15	3.1819430e-16	1.0641315e-16	3.3739858e-17	4.0075872e-18	1.3322996e+01
1.649e+03	1.2292446e+01	1.0069777e+00	1.0260364e-01	1.0578321e-02	1.0445087e-03	9.6354019e-05	8.2110373e-06	6.4580386e-07	4.7358896e-08	3.3150056e-09	2.3026349e-10	1.6765124e-11	1.3705137e-12	1.3565363e-13	1.7597100e-14	3.0465693e-15	7.5664425e-16	2.5687109e-16	8.2151424e-17	9.8171066e-18	1.3413756e+01
1.736e+03	1.2310325e+01	1.0647471e+00	1.1416435e-01	1.2397918e-02	1.2918045e-03	1.2601844e-04	1.1381593e-05	9.5071023e-07	7.4168510e-08	5.5281518e-09	4.0879515e-10	3.1628592e-11	2.7370177e-12	2.8502591e-13	3.8573014e-14	6.9211773e-15	1.7629747e-15	6.0739732e-16	1.9595135e-16	2.3561998e-17	1.3503064e+01
1.827e+03	1.2323936e+01	1.1240684e+00	1.2667752e-01	1.4472501e-02	1.5892106e-03	1.6372302e-04	1.5649682e-05	1.3862967e-06	1.1487963e-07	9.1036820e-09	7.1559710e-10	5.8748991e-11	5.3744504e-12	5.8815743e-13	8.2963063e-14	1.5418206e-14	4.0266032e-15	1.4074930e-15	4.5804121e-16	5.5429703e-17	1.3590924e+01
1.924e+03	1.2333277e+01	1.1848713e+00	1.4018286e-01	1.6828260e-02	1.9449912e-03	2.1133065e-04	2.1349410e-05	2.0027197e-06	1.7602841e-07	1.4808861e-08	1.2355330e-09	1.0747876e-10	1.0380508e-11	1.1924332e-12	1.7515620e-13	3.3694289e-14	9.0188463e-15	3.1975286e-15	1.0496508e-15	1.2786355e-16	1.3677339e+01
2.025e+03	1.2338351e+01	1.2470795e+00	1.5471808e-01	1.9492738e-02	2.3684040e-03	2.7105452e-04	2.8901659e-05	2.8670388e-06	2.6689921e-07	2.3802202e-08	2.1047522e-09	1.9373048e-10	1.9728508e-11	2.3761713e-12	3.6314825e-13	7.2265094e-14	1.9818087e-14	7.1244666e-15	2.3590020e-15	2.8933101e-16	1.3762313e+01
2.132e+03	1.2339166e+01	1.3106110e+00	1.7031860e-01	2.2494740e-02	2.8697586e-03	3.4550568e-04	3.8832308e-05	4.0680650e-06	4.0053714e-07	3.7811550e-08	3.5386993e-09	3.4417139e-10	3.6908036e-11	4.6557945e-12	7.3966586e-13	1.5217017e-13	4.2741358e-14	1.5575206e-14	5.2012208e-15	6.4247535e-16	1.3845849e+01
2.244e+03	1.2335738e+01	1.3753783e+00	1.8701720e-01	2.5864216e-02	3.4604673e-03	4.3774351e-04	5.1793174e-05	5.7223263e-06	5.9507714e-07	5.9382991e-08	5.8737417e-09	6.0283523e-10	6.7991679e-11	8.9732229e-12	1.4806526e-12	3.1472810e-13	9.0507685e-14	3.3421791e-14	1.1254554e-14	1.4005526e-15	1.3927954e+01
2.362e+03	1.2328087e+01	1.4412885e+00	2.0484370e-01	2.9632126e-02	4.1530896e-03	5.5132863e-04	6.8585843e-05	7.9813324e-06	8.7546834e-07	9.2224400e-08	9.6281817e-09	1.0413871e-09	1.2338228e-10	1.7017862e-11	2.9141151e-12	6.3961745e-13	1.8825467e-13	7.0422279e-14	2.3907820e-14	2.9984193e-15	1.4008633e+01
2.486e+03	1.2316239e+01	1.5082444e+00	2.2382466e-01	3.3830294e-02	4.9613681e-03	6.9037759e-04	9.0188515e-05	1.1040327e-05	1.2756864e-06	1.4167372e-07	1.5590464e-08	1.7748242e-09	2.2062931e-10	3.1770486e-11	5.6410948e-12	1.2777770e-12	3.8476774e-13	1.4576139e-13	4.9875562e-14	6.3067225e-15	1.4087893e+01
2.617e+03	1.2300228e+01	1.5761442e+00	2.4398311e-01	3.8491227e-02	5.9002518e-03	8.5961875e-04	1.1778592e-04	1.5148725e-05	1.8415398e-06	2.1532947e-07	2.4945002e-08	2.9851424e-09	3.8889757e-10	5.8406671e-11	1.0744535e-11	2.5101999e-12	7.7305765e-13	2.9647710e-13	1.0221388e-13	1.3037779e-14	1.4165741e+01
2.755e+03	1.2280090e+01	1.6448822e+00	2.6533829e-01	4.3647929e-02	6.9859110e-03	1.0644484e-03	1.5280232e-04	2.0622435e-05	2.6341919e-06	3.2388970e-07	3.9449329e-08	4.9565050e-09	6.7594939e-10	1.0577313e-10	2.0143779e-11	4.8511634e-12	1.5273924e-12	5.9280897e-13	2.0584983e-13	2.6501122e-14	1.4242185e+01
2.900e+03	1.2255869e+01	1.7143495e+00	2.8790542e-01	4.9333691e-02	8.2357366e-03	1.3109865e-03	1.9693755e-04	2.7858243e-05	3.7345307e-06	4.8225488e-07	6.1680307e-08	8.1267764e-09	1.1588908e-09	1.8876184e-10	3.7186224e-11	9.2263712e-12	2.9687687e-12	1.1656642e-12	4.0751942e-13	5.2985996e-14	1.4317233e+01
3.053e+03	1.2227614e+01	1.7844339e+00	3.1169545e-01	5.5581879e-02	9.6683263e-03	1.6061303e-03	2.5220588e-04	3.7350461e-05	5.2485370e-06	7.1096144e-07	9.5372019e-08	1.3162005e-08	1.9604683e-09	3.3206855e-10	6.7618702e-11	1.7275222e-11	5.6786903e-12	2.2548855e-12	7.9329917e-13	1.0425052e-13	1.4390895e+01
3.213e+03	1.2195378e+01	1.8550210e+00	3.3671493e-01	6.2425689e-02	1.1303457e-02	1.9576054e-03	3.2097754e-04	4.9709966e-05	7.3138040e-06	1.0380235e-06	1.4587376e-07	2.1062640e-08	3.2734283e-09	5.7605220e-10	1.2115692e-10	3.1855287e-11	1.0693553e-11	4.2925839e-12	1.5190099e-12	2.0189798e-13	1.4463180e+01
3.383e+03	1.2159222e+01	1.9259940e+00	3.6296584e-01	6.9897914e-02	1.3162038e-02	2.3740134e-03	4.0602243e-04	6.5685768e-05	1.0107377e-05	1.5012730e-06	2.2076332e-07	3.3313015e-08	5.3964168e-09	9.8573342e-10	2.1398156e-10	5.7870762e-11	1.9831285e-11	8.0445520e-12	2.8619849e-12	3.8482785e-13	1.4534099e+01
3.561e+03	1.2119207e+01	1.9972350e+00	3.9044545e-01	7.8030690e-02	1.5266052e-02	2.8648733e-03	5.1055578e-04	8.6189210e-05	1.3855082e-05	2.1512995e-06	3.3065835e-07	5.2089020e-08	8.7861571e-09	1.6644120e-09	3.7264778e-10	1.0361166e-10	3.6231473e-11	1.4846657e-11	5.3070366e-12	7.2229821e-13	1.4603663e+01
3.748e+03	1.2075404e+01	2.0686247e+00	4.1914627e-01	8.6855239e-02	1.7638481e-02	3.4406575e-03	6.3828501e-04	1.1232077e-04	1.8842506e-05	3.0551047e-06	4.9027742e-07	8.0542979e-08	1.4132261e-08	2.7739796e-09	6.4011674e-10	1.8288511e-10	6.5233786e-11	2.6991549e-11	9.6895862e-12	1.3352004e-12	1.4671883e+01
3.945e+03	1.2027884e+01	2.1400431e+00	4.4905598e-01	9.6401615e-02	2.0303204e-02	4.1128198e-03	7.9345712e-04	1.4539955e-04	2.5427797e-05	4.3005944e-06	7.1981133e-07	1.2318960e-07	2.2463080e-08	4.5647953e-09	1.0849254e-09	3.1835691e-10	1.1578529e-10	4.8356741e-11	1.7422034e-11	2.4313472e-12	1.4738771e+01
4.153e+03	1.1976725e+01	2.2113705e+00	4.8015738e-01	1.0669845e-01	2.3284896e-02	4.8938143e-03	9.8090617e-04	1.8699521e-04	3.4056432e-05	6.0020429e-06	1.0466758e-06	1.8642251e-07	3.5293516e-08	7.4190247e-09	1.8149280e-09	5.4671300e-10	2.0266070e-10	8.5396029e-11	3.0857041e-11	4.3621245e-12	1.4804339e+01
4.372e+03	1.1922007e+01	2.2824871e+00	5.1242845e-01	1.1777269e-01	2.6608900e-02	5.7971052e-03	1.2060996e-03	2.3896232e-04	4.5278065e-05	8.3066707e-06	1.5077258e-06	2.7919727e-07	5.4828824e-08	1.1912663e-08	2.9975990e-09	9.2651448e-10	3.4990590e-10	1.4869066e-10	5.3842242e-11	7.7167879e-12	1.4868602e+01
4.602e+03	1.1863815e+01	2.3532740e+00	5.4584238e-01	1.2964935e-01	3.0301083e-02	6.8371652e-03	1.4751829e-03	3.0347682e-04	5.9765578e-05	1.1402478e-05	2.1520239e-06	4.1392406e-07	8.4242090e-08	1.8903135e-08	4.8896275e-09	1.5500041e-09	5.9614043e-10	2.5538227e-10	9.2706436e-11	1.3457139e-11	1.4931571e+01
4.844e+03	1.1802236e+01	2.4236137e+00	5.8036763e-01	1.4235131e-01	3.4387685e-02	8.0294614e-03	1.7950209e-03	3.8307417e-04	7.8336375e-05	1.5527477e-05	3.0442612e-06	6.0762082e-07	1.2804741e-07	2.9651424e-08	7.8794670e-09	2.5605755e-09	1.0025397e-09	4.3281335e-10	1.5744346e-10	2.3136913e-11	1.4993262e+01
5.099e+03	1.1737362e+01	2.4933899e+00	6.1596805e-01	1.5589903e-01	3.8895155e-02	9.3904311e-03	2.1732362e-03	4.8068894e-04	1.0197594e-04	2.0980466e-05	4.2689426e-06	8.8338598e-07	1.9259572e-07	4.5990185e-08	1.2547709e-08	4.1782793e-09	1.6647022e-09	7.2396537e-10	2.6377540e-10	3.9262905e-11	1.5053687e+01
5.368e+03	1.1669287e+01	2.5624889e+00	6.5260305e-01	1.7031038e-01	4.3849967e-02	1.0937441e-02	2.6182417e-03	5.9969517e-04	1.3186363e-04	2.8133465e-05	5.9354495e-06	1.2722584e-06	2.8672590e-07	7.0552306e-08	1.9751659e-08	6.7366052e-09	2.7300873e-09	1.1956030e-09	4.3606656e-10	6.5722573e-11	1.5112862e+01
5.651e+03	1.1598107e+01	2.6307988e+00	6.9022772e-01	1.8560043e-01	4.9278436e-02	1.2688737e-02	3.1392676e-03	7.4394695e-04	1.6940060e-04	3.7445926e-05	8.1841029e-06	1.8155404e-06	4.2260973e-07	1.0707787e-07	3.0742326e-08	1.0734811e-08	4.4233054e-09	1.9499712e-09	7.1168657e-10	1.0852503e-10	1.5170802e+01
5.948e+03	1.1523922e+01	2.6982108e+00	7.2879303e-01	2.0178128e-01	5.5206525e-02	1.4663375e-02	3.7463819e-03	9.1781864e-04	2.1623972e-04	4.9480809e-05	1.1193346e-05	2.5676681e-06	6.1683612e-07	1.6082157e-07	4.7324252e-08	1.6911475e-08	7.0822588e-09	3.1416070e-09	1.1467962e-09	1.7677703e-10	1.5227521e+01
6.261e+03	1.1446832e+01	2.7646192e+00	7.6824607e-01	2.1886189e-01	6.1659646e-02	1.6881145e-02	4.4505019e-03	1.1262438e-03	2.7431714e-04	6.4922569e-05	1.5188168e-05	3.5997193e-06	8.9178659e-07	2.3908698e-07	7.2071175e-08	2.6346410e-08	1.1208937e-08	5.0010054e-09	1.8252289e-09	2.8458057e-10	1.5283036e+01
6.591e+03	1.1366941e+01	2.8299214e+00	8.0853029e-01	2.3684796e-01	6.8662448e-02	1.9362476e-02	5.2633985e-03	1.3747520e-03	3.4588542e-04	8.4597077e-05	2.0449880e-05	5.0036557e-06	1.2773612e-06	3.5191944e-07	1.0861369e-07	4.0600376e-08	1.7540180e-08	7.8684380e-09	2.8700820e-09	4.5207134e-10	1.5337362e+01
6.938e+03	1.1284354e+01	2.8940190e+00	8.4958569e-01	2.5574179e-01	7.6238629e-02	2.2128333e-02	6.1976893e-03	1.6695035e-03	4.3354757e-04	1.0949345e-04	2.7327339e-05	6.8973988e-06	1.8131204e-06	5.1299436e-07	1.6201865e-07	6.1904844e-08	2.7145974e-08	1.2239004e-08	4.4595322e-09	7.1048165e-10	1.5390514e+01
7.303e+03	1.1199176e+01	2.9568169e+00	8.9134923e-01	2.7554223e-01	8.4410715e-02	2.5200094e-02	7.2668226e-03	2.0173188e-03	5.4029178e-04	1.4078768e-04	3.6249719e-05	9.4308425e-06	2.5509158e-06	7.4074347e-07	2.3928331e-07	9.3415041e-08	4.1560591e-08	1.8826798e-08	6.8509991e-09	1.1022379e-09	1.5442510e+01
7.688e+03	1.1111515e+01	3.0182248e+00	9.3375496e-01	2.9624457e-01	9.3199874e-02	2.8599427e-02	8.4850498e-03	2.4257053e-03	6.6952607e-04	1.7986804e-04	4.7740864e-05	1.2792897e-05	3.5580843e-06	1.0597672e-06	3.4997157e-07	1.3954402e-07	6.2960166e-08	2.8642520e-08	1.0404217e-08	1.6864973e-09	1.5493365e+01
8.092e+03	1.1021479e+01	3.0781563e+00	9.7673443e-01	3.1784055e-01	1.0262572e-01	3.2348148e-02	9.8673877e-03	2.9028771e-03	8.2511258e-04	2.2836186e-04	6.2435276e-05	1.7219665e-05	4.9212909e-06	1.5025883e-06	5.0702791e-07	2.0640535e-07	9.4401111e-08	4.3115610e-08	1.5631851e-08	2.5400348e-09	1.5543094e+01
8.518e+03	1.0929176e+01	3.1365297e+00	1.0202170e+00	3.4031830e-01	1.1270611e-01	3.6468075e-02	1.1429568e-02	3.4577693e-03	1.0114005e-03	2.8816365e-04	8.1095727e-05	2.3003818e-05	6.7510992e-06	2.1118020e-06	7.2779588e-07	3.0237078e-07	1.4011610e-07	6.4224283e-08	2.3229062e-08	3.7821269e-09	1.5591717e+01
8.967e+03	1.0834717e+01	3.1932684e+00	1.0641301e+00	3.6366237e-01	1.2345700e-01	4.0980869e-02	1.3187975e-02	4.1000449e-03	1.2332572e-03	3.6146412e-04	1.0463245e-04	3.0505269e-05	9.1873542e-06	2.9426937e-06	1.0353004e-06	4.3880644e-07	2.0592900e-07	9.4696886e-08	3.4159850e-08	5.5650348e-09	1.5639247e+01
9.439e+03	1.0738209e+01	3.2483000e+00	1.1083995e+00	3.8785376e-01	1.3489225e-01	4.5907878e-02	1.5159577e-02	4.8400937e-03	1.4960967e-03	4.5077965e-04	1.3412382e-04	4.0163156e-05	1.2405461e-05	4.0663852e-06	1.4598246e-06	6.3099323e-07	2.9976203e-07	1.3824775e-07	4.9737351e-08	8.0497832e-09	1.5685702e+01
9.936e+03	1.0639763e+01	3.3015577e+00	1.1529500e+00	4.1287001e-01	1.4702349e-01	5.1269974e-02	1.7361838e-02	5.6890234e-03	1.8059049e-03	5.5898201e-04	1.7083841e-04	5.2509200e-05	1.6623625e-05	5.5735728e-06	2.0408206e-06	8.9925013e-07	4.3225495e-07	1.9984752e-07	7.1680465e-08	1.1581141e-08	1.5731099e+01
1.046e+04	1.0539487e+01	3.3529793e+00	1.1977050e+00	4.3868522e-01	1.5985998e-01	5.7087375e-02	1.9812627e-02	6.6586409e-03	2.1692605e-03	6.8932753e-04	2.1625815e-04	6.8182409e-05	2.2111130e-05	7.5789517e-06	2.8292545e-06	1.2703885e-06	6.1758741e-07	2.8618295e-07	1.0230232e-07	1.6474658e-08	1.5775453e+01
1.101e+04	1.0437492e+01	3.4025080e+00	1.2425878e+00	4.6527023e-01	1.7340847e-01	6.3379491e-02	2.2530111e-02	7.7614250e-03	2.5933511e-03	8.4548543e-04	2.7210254e-04	8.7945108e-05	2.9197703e-05	1.0226366e-05	3.8903860e-06	1.7794485e-06	8.7449202e-07	4.0601217e-07	1.4463267e-07	2.3172278e-08	1.5818782e+01
1.159e+04	1.0333882e+01	3.4500919e+00	1.2875210e+00	4.9259264e-01	1.8767314e-01	7.0164752e-02	2.5532647e-02	9.0104887e-03	3.0859839e-03	1.0315644e-03	3.4035336e-04	1.1270022e-04	3.8283994e-05	1.3694752e-05	5.3070480e-06	2.4717784e-06	1.2273901e-06	5.7075760e-07	2.0257554e-07	3.2419509e-08	1.5861101e+01
1.220e+04	1.0228768e+01	3.4956844e+00	1.3324275e+00	5.2061709e-01	2.0265547e-01	7.7460438e-02	2.8838657e-02	1.0419533e-02	3.6555903e-03	1.2521375e-03	4.2327975e-04	1.4350969e-04	4.9853218e-05	1.8205000e-05	7.1835919e-06	3.4056910e-06	1.7080344e-06	7.9532696e-07	2.8119734e-07	4.4637320e-08	1.5902427e+01
1.284e+04	1.0122255e+01	3.5392442e+00	1.3772304e+00	5.4930530e-01	2.1835421e-01	8.5282539e-02	3.2466504e-02	1.2002788e-02	4.3112228e-03	1.5122634e-03	5.2346319e-04	1.8161393e-04	6.4483873e-05	2.4027599e-05	9.6502495e-06	4.6552625e-06	2.3569833e-06	1.0986509e-06	3.8683225e-07	6.1143390e-08	1.5942776e+01
1.352e+04	1.0014447e+01	3.5807349e+00	1.4218534e+00	5.7861633e-01	2.3476531e-01	9.3645586e-02	3.6434358e-02	1.3774951e-02	5.0625461e-03	1.8175054e-03	6.4382192e-04	2.2845202e-04	8.2863657e-05	3.1491404e-05	1.2868468e-05	6.3141530e-06	3.2259344e-06	1.5047236e-06	5.2780259e-07	8.2808728e-08	1.5982163e+01
1.423e+04	9.9054499e+00	3.6201251e+00	1.4662212e+00	6.0850669e-01	2.5188191e-01	1.0256251e-01	4.0760058e-02	1.5751108e-02	5.9198191e-03	2.1739453e-03	7.8763441e-04	2.8568252e-04	1.0580429e-04	4.0993167e-05	1.7036610e-05	8.4994026e-06	4.3798600e-06	2.0440576e-06	7.1385535e-07	1.1164733e-07	1.6020605e+01
1.498e+04	9.7953648e+00	3.6573889e+00	1.5102597e+00	6.3893069e-01	2.6969432e-01	1.1204454e-01	4.5460975e-02	1.7946650e-02	6.8938699e-03	2.5881933e-03	9.5856123e-04	3.5520464e-04	1.3425750e-04	5.3008384e-05	2.2397003e-05	1.1356859e-05	5.9005500e-06	2.7544597e-06	9.5767271e-07	1.4792776e-07	1.6058117e+01
1.577e+04	9.6842926e+00	3.6925049e+00	1.5538961e+00	6.6984042e-01	2.8819005e-01	1.2210102e-01	5.0553873e-02	2.0377183e-02	7.9960615e-03	3.0673926e-03	1.1606651e-03	4.3917916e-04	1.6933135e-04	6.8102249e-05	2.9242360e-05	1.5065045e-05	7.8879045e-06	3.6823636e-06	1.2746109e-06	1.9662826e-07	1.6094714e+01
1.660e+04	9.5723324e+00	3.7254566e+00	1.5970593e+00	7.0118627e-01	3.0735383e-01	1.3273937e-01	5.6054765e-02	2.3058427e-02	9.2382509e-03	3.6192182e-03	1.3984282e-03	5.4004945e-04	2.1230815e-04	8.6943197e-05	3.7925737e-05	1.9844024e-05	1.0466626e-05	4.8851287e-06	1.6837986e-06	2.5642825e-07	1.6130411e+01
1.747e+04	9.4595818e+00	3.7562325e+00	1.6396802e+00	7.3291688e-01	3.2716768e-01	1.4396494e-01	6.1978777e-02	2.6006114e-02	1.0632738e-02	4.2518696e-03	1.6767668e-03	6.6056112e-04	2.6466138e-04	1.1031466e-04	4.8866964e-05	2.5958310e-05	1.3786469e-05	6.4321069e-06	2.2068327e-06	3.3558174e-07	1.6165223e+01
1.839e+04	9.3461356e+00	3.7848255e+00	1.6816917e+00	7.6497958e-01	3.4761094e-01	1.5578094e-01	6.8340018e-02	2.9235876e-02	1.2192210e-02	4.9740574e-03	2.0010419e-03	8.0378154e-04	3.2807496e-04	1.3913127e-04	6.2565876e-05	3.3729878e-05	1.8031333e-05	8.4071189e-06	2.8708399e-06	4.3075914e-07	1.6199165e+01
1.936e+04	9.2320872e+00	3.8112331e+00	1.7230292e+00	7.9732052e-01	3.6866042e-01	1.6818841e-01	7.5151444e-02	3.2763132e-02	1.3929671e-02	5.7949830e-03	2.3770661e-03	9.7311627e-04	4.0445939e-04	1.7445023e-04	7.9607392e-05	4.3538331e-05	2.3417447e-05	1.0909725e-05	3.7085053e-06	5.5528957e-07	1.6232249e+01
2.038e+04	9.1175290e+00	3.8354570e+00	1.7636304e+00	8.2988493e-01	3.9029045e-01	1.8118611e-01	8.2424742e-02	3.6602971e-02	1.5858377e-02	6.7243110e-03	2.8111065e-03	1.1723258e-03	4.9597185e-04	2.1749061e-04	1.0067916e-04	5.5839904e-05	3.0207246e-05	1.4058383e-05	4.7554636e-06	7.0713691e-07	1.6264491e+01
2.145e+04	9.0025483e+00	3.8575033e+00	1.8034356e+00	8.6261741e-01	4.1247300e-01	1.9477055e-01	9.0170211e-02	4.0770035e-02	1.7991749e-02	7.7721365e-03	3.3098824e-03	1.4055377e-03	6.0503131e-04	2.6964511e-04	1.2657734e-04	7.1168308e-05	3.8706387e-05	1.7994543e-05	6.0587176e-06	8.8953595e-07	1.6295904e+01
2.258e+04	8.8872335e+00	3.8773821e+00	1.8423882e+00	8.9546212e-01	4.3517787e-01	2.0893592e-01	9.8396654e-02	4.5278396e-02	2.0343295e-02	8.9489431e-03	3.8805572e-03	1.6772569e-03	7.3433489e-04	3.3249580e-04	1.5821913e-04	9.0146199e-05	4.9273981e-05	2.2877514e-05	7.6665896e-06	1.1221028e-06	1.6326501e+01
2.377e+04	8.7716676e+00	3.8951071e+00	1.8804342e+00	9.2836298e-01	4.5837276e-01	2.2367412e-01	1.0711130e-01	5.0141449e-02	2.2926517e-02	1.0265557e-02	4.5307275e-03	1.9923749e-03	8.8687513e-04	4.0783334e-04	1.9666072e-04	1.1350380e-04	6.2331285e-05	2.8894725e-05	9.6362507e-06	1.3999461e-06	1.6356294e+01
2.502e+04	8.6559336e+00	3.9106961e+00	1.9175227e+00	9.6126405e-01	4.8202348e-01	2.3897478e-01	1.1631969e-01	5.5371788e-02	2.5754819e-02	1.1733092e-02	5.2684032e-03	2.3561710e-03	1.0659499e-03	4.9766580e-04	2.4310016e-04	1.4207605e-04	7.8360241e-05	3.6269811e-05	1.2039183e-05	1.7258248e-06	1.6385296e+01
2.634e+04	8.5401095e+00	3.9241701e+00	1.9536061e+00	9.9410953e-01	5.0609407e-01	2.5482526e-01	1.2602563e-01	6.0981102e-02	2.8841410e-02	1.3362894e-02	6.1019858e-03	2.7743139e-03	1.2751753e-03	6.0423530e-04	2.9889426e-04	1.7682193e-04	9.7911958e-05	4.5242091e-05	1.4940046e-05	2.1332670e-06	1.6413517e+01
2.773e+04	8.4242754e+00	3.9355536e+00	1.9886397e+00	1.0268442e+00	5.3054702e-01	2.7121073e-01	1.3623112e-01	6.6980067e-02	3.2199209e-02	1.5166471e-02	7.0402381e-03	3.2528587e-03	1.5184962e-03	7.3003311e-04	3.6557173e-04	2.1883543e-04	1.2162096e-04	5.6092820e-05	1.8440639e-05	2.6014496e-06	1.6440972e+01
2.919e+04	8.3085028e+00	3.9448741e+00	2.0225823e+00	1.0594135e+00	5.5534342e-01	2.8811422e-01	1.4693632e-01	7.3378243e-02	3.5840741e-02	1.7155429e-02	8.0922502e-03	3.7982363e-03	1.8001885e-03	8.7780484e-04	4.4483619e-04	2.6934713e-04	1.5019796e-04	6.9130031e-05	2.2613896e-05	3.1840937e-06	1.6467669e+01
3.072e+04	8.1928662e+00	3.9521623e+00	2.0553958e+00	1.0917637e+00	5.8044316e-01	3.0551670e-01	1.5813950e-01	8.0183995e-02	3.9778045e-02	1.9341397e-02	9.2674021e-03	4.4172446e-03	2.1248688e-03	1.0505693e-03	5.3858755e-04	3.2974773e-04	1.8444451e-04	8.4721045e-05	2.7580914e-05	3.8420383e-06	1.6493620e+01
3.234e+04	8.0774343e+00	3.9574514e+00	2.0870455e+00	1.1238422e+00	6.0580507e-01	3.2339715e-01	1.6983703e-01	8.7404395e-02	4.4022575e-02	2.1735953e-02	1.0575316e-02	5.1170279e-03	2.4974885e-03	1.2516166e-03	6.4891886e-04	4.0158356e-04	2.2525292e-04	1.0323478e-04	3.3442439e-05	4.6256303e-06	1.6518834e+01
3.404e+04	7.9622744e+00	3.9607773e+00	2.1175001e+00	1.1555976e+00	6.3138718e-01	3.4173269e-01	1.8202338e-01	9.5045159e-02	4.8585104e-02	2.4350543e-02	1.2025808e-02	5.9050557e-03	2.9233299e-03	1.4845136e-03	7.7812177e-04	4.8656026e-04	2.7359745e-04	1.2511187e-04	4.0350913e-05	5.5499741e-06	1.6543321e+01
3.584e+04	7.8474492e+00	3.9621784e+00	2.1467316e+00	1.1869801e+00	6.5714690e-01	3.6049868e-01	1.9469112e-01	1.0311058e-01	5.3475639e-02	2.7196403e-02	1.3628842e-02	6.7891048e-03	3.4080134e-03	1.7531261e-03	9.2871940e-04	5.8658572e-04	3.3059518e-04	1.5080067e-04	4.8414100e-05	6.5802202e-06	1.6567089e+01
3.772e+04	7.7330245e+00	3.9616949e+00	2.1747150e+00	1.2179412e+00	6.8304115e-01	3.7966882e-01	2.0783095e-01	1.1160347e-01	5.8703331e-02	3.0284477e-02	1.5394460e-02	7.7772126e-03	3.9574590e-03	2.0615789e-03	1.1034170e-03	7.0370948e-04	3.9738261e-04	1.8083180e-04	5.7780787e-05	7.8201191e-06	1.6590150e+01
3.971e+04	7.6190555e+00	3.9593697e+00	2.2014292e+00	1.2484343e+00	7.0902661e-01	3.9921533e-01	2.2143175e-01	1.2052512e-01	6.4276398e-02	3.3625340e-02	1.7332737e-02	8.8776586e-03	4.5778979e-03	2.4142899e-03	1.3051502e-03	8.4018031e-04	4.7529047e-04	2.1573608e-04	6.8618152e-05	9.2318825e-06	1.6612506e+01
4.180e+04	7.5056021e+00	3.9552470e+00	2.2268556e+00	1.2784147e+00	7.3505987e-01	4.1910903e-01	2.3548058e-01	1.2987529e-01	7.0202058e-02	3.7229122e-02	1.9453711e-02	1.0098923e-02	5.2758482e-03	2.8159566e-03	1.5370801e-03	9.9845188e-04	5.6567523e-04	2.5609565e-04	8.1061718e-05	1.0819145e-05	1.6634169e+01
4.400e+04	7.3927190e+00	3.9493725e+00	2.2509795e+00	1.3078394e+00	7.6109766e-01	4.3931955e-01	2.4996279e-01	1.3965215e-01	7.6486448e-02	4.1105418e-02	2.1767317e-02	1.1449627e-02	6.0580653e-03	3.2715059e-03	1.8025302e-03	1.1810964e-03	6.7004832e-04	3.0253798e-04	9.5298832e-05	1.2660593e-05	1.6655145e+01
4.632e+04	7.2804563e+00	3.9417941e+00	2.2737889e+00	1.3366676e+00	7.8709693e-01	4.5981543e-01	2.6486210e-01	1.4985232e-01	8.3134587e-02	4.5263236e-02	2.4283331e-02	1.2938516e-02	6.9315567e-03	3.7861416e-03	2.1050679e-03	1.3909241e-03	7.8992677e-04	3.5574818e-04	1.1156857e-04	1.4654915e-05	1.6675439e+01
4.876e+04	7.1688624e+00	3.9325605e+00	2.2952749e+00	1.3648608e+00	8.1301512e-01	4.8056427e-01	2.8016063e-01	1.6047084e-01	9.0150310e-02	4.9710903e-02	2.7011287e-02	1.4574370e-02	7.9034944e-03	4.3652459e-03	2.4483845e-03	1.6308284e-03	9.2702679e-04	4.1636059e-04	1.3000185e-04	1.7069944e-05	1.6695055e+01
5.132e+04	7.0579890e+00	3.9217216e+00	2.3154317e+00	1.3923826e+00	8.3881030e-01	5.0153294e-01	2.9583902e-01	1.7150118e-01	9.7536244e-02	5.4456031e-02	2.9960451e-02	1.6366023e-02	8.9812805e-03	5.0144981e-03	2.8364659e-03	1.9040157e-03	1.0830772e-03	4.8510206e-04	1.5079489e-04	1.9548324e-05	1.6714002e+01
